nom,code_region,code_departement,nb-ptf,nb-datagouv,pop-insee,CSP_chef,age_chef,partis_po_chef,part_plus65,nb_crea_entps,flux_migration_res,part_diplomes,depenses_hab,nb_etudiants,part_etudiants,niveau_rural,densite
Aubeterre-sur-Dronne,75,16,,,392,Retraités de l'enseignement,78,Union des démocrates pour la République,41.5,12,null,17.9,2968.3768877551,,,5,3
Aunac-sur-Charente,75,16,,,623,Retr.artis.commerc.chefs d'entrep.,69,,26.7,2,null,2.3,1083.04505617978,,,5,3
Aussac-Vadalle,75,16,,,523,Cadres sup. (entreprises publiques),63,,15.6,5,null,5,1351.27305927342,,,4,3
Baignes-Sainte-Radegonde,75,16,,,1304,Autres retraités,69,,30,12,null,4.2,909.085544478528,,,5,3
Balzac,75,16,,,1376,Retraités fonct.publique (sf enseig.),71,,20,5,null,5.6,1077.05319767442,,,3,3
Barbezières,75,16,,,127,Retraités agricoles,69,,27.8,3,null,0,936.456771653543,,,6,4
Barbezieux-Saint-Hilaire,75,16,,,4903,Autres retraités,75,,29.4,41,null,3.9,1549.43557209872,70,1.4,5,3
Bardenac,75,16,,,240,Agriculteurs propriétaires exploit.,67,,19,2,null,1.1,559.608125,,,6,4
Barret,75,16,,,1046,Retraités salariés privés,74,,25.4,4,null,4.6,390.776539196941,,,5,3
Barro,75,16,,,419,Professeurs du secondaire et techn.,52,,24.6,2,null,4.1,457.674272076372,,,5,3
Bassac,75,16,,,539,Retraités agricoles,67,,17.8,5,null,4.6,872.080593692022,,,5,3
Bazac,75,16,,,153,Ouvriers (secteur privé),59,,26.2,1,null,0.8,482.009673202614,,,6,4
Beaulieu-sur-Sonnette,75,16,,,224,Retraités de l'enseignement,69,,38.6,3,null,4.5,785.171339285714,,,6,4
Bécheresse,75,16,,,299,Retraités salariés privés,72,,15.2,4,null,5.8,348.927056856187,,,4,4
Bellon,75,16,,,165,Employés (secteur privé),67,,32.6,5,null,5,1858.49975757576,,,6,4
Benest,75,16,,,330,Retraités des entreprises publiques,74,,39.5,4,null,5.6,873.715424242424,,,6,4
Bernac,75,16,,,512,Employés (autres entrep. publiques),61,,25.5,6,null,2.4,335.8815625,,,5,3
Berneuil,75,16,,,326,Agriculteurs propriétaires exploit.,66,,33.7,0,null,4.4,729.979018404908,,,6,4
Bessac,75,16,,,111,Agriculteurs propriétaires exploit.,64,,43,1,null,1,432.260630630631,,,6,4
Bessé,75,16,,,138,Employés (autres entrep. publiques),41,,31.2,2,null,2,765.830869565217,,,6,4
Bioussac,75,16,,,235,Agriculteurs propriétaires exploit.,55,,25.7,5,null,3.8,561.424085106383,,,6,4
Birac,75,16,,,364,Retraités salariés privés,69,,14.2,1,null,4.5,1151.46129120879,,,4,3
Coteaux-du-Blanzacais,75,16,,,1089,Retraités de l'enseignement,68,,25.5,6,null,2.9,1045.41158861341,,,5,3
Blanzaguet-Saint-Cybard,75,16,,,303,Agriculteurs propriétaires exploit.,49,,24.2,4,null,3.6,416.540231023102,,,6,4
Boisbreteau,75,16,,,140,Retraités salariés privés,80,,35.7,1,null,2.8,644.576714285714,,,6,4
Bonnes,75,16,,,424,Retraités des entreprises publiques,64,,38.4,8,null,7.5,1460.63900943396,,,6,4
Bonneuil,75,16,,,264,Retraités fonct.publique (sf enseig.),75,,21.4,3,null,0.5,821.178143939394,,,5,3
Bors (Canton de Tude-et-Lavalette),75,16,,,268,Retr.artis.commerc.chefs d'entrep.,70,,32.6,2,null,4,1711.70578358209,,,6,4
Bors (Canton de Charente-Sud),75,16,,,114,Agents technique et techniciens,64,,25.2,2,null,2,1372.01070175439,,,6,4
Le Bouchage,75,16,,,160,Agriculteurs propriétaires exploit.,59,,37.8,4,null,7.6,876.8655,,,6,4
Bouëx,75,16,,,914,Retraités des professions libérales,73,,16.4,1,null,5.6,554.855043763676,,,3,3
Bourg-Charente,75,16,,,907,Professions rattachées à enseignt.,46,,24.2,10,null,5.1,1279.18320837927,,,4,3
Bouteville,75,16,,,329,Retraités salariés privés,72,,25.9,1,null,5.5,732.445349544073,,,6,4
Boutiers-Saint-Trojan,75,16,,,1500,Médecins,73,,24.5,7,null,6.6,555.751206666667,,,3,3
Brettes,75,16,,,180,Agriculteurs propriétaires exploit.,51,,22.7,3,null,0,783.776333333333,,,6,4
Bréville,75,16,,,497,Professeurs du secondaire et techn.,59,,21.7,3,null,3.3,643.226096579477,,,4,4
Brie,75,16,,,4329,Enseignants 1er deg.-directeurs école,60,,14,15,null,3.2,673.426916146916,,,4,3
Brie-sous-Barbezieux,75,16,,,128,Agriculteurs propriétaires exploit.,62,,24.4,0,null,5.2,703.869140625,,,6,4
Brie-sous-Chalais,75,16,,,155,Agriculteurs propriétaires exploit.,62,,23.9,2,null,3.8,705.32735483871,,,6,4
Brigueuil,75,16,,,1103,Ouvriers (secteur privé),66,,25.1,12,null,3.5,1651.08754306437,,,5,3
Brillac,75,16,,,665,Médecins,70,,32.9,6,null,4.3,995.739368421053,,,6,4
Brossac,75,16,,,510,Agriculteurs propriétaires exploit.,63,,40.3,5,null,4.4,1332.85464705882,,,5,3
Bunzac,75,16,,,474,Employés (secteur privé),53,,16,2,null,4.5,633.839156118144,,,4,3
Cellefrouin,75,16,,,582,Retraités salariés privés,79,,27.6,7,null,4.6,844.4714604811,,,6,4
Cellettes,75,16,,,415,Ouvriers (secteur privé),55,,20.4,3,null,1.6,778.742457831325,,,6,4
Chabanais,75,16,,,1735,Industriels-Chefs entreprise,51,,37,21,null,3.3,1219.62201152738,,,5,3
Chabrac,75,16,,,570,Contremaitres,58,,22.8,4,null,2.5,1201.39761403509,,,5,3
Chadurie,75,16,,,517,Retr.artis.commerc.chefs d'entrep.,72,,18.1,2,null,3.6,275.539671179884,,,4,3
Chalais,75,16,,,1878,Retraités des professions libérales,83,,37.1,21,null,2.3,840.558407880724,,,5,3
Challignac,75,16,,,331,Professeurs du secondaire et techn.,55,,19.5,8,null,3,296.941873111782,,,5,3
Champagne-Vigny,75,16,,,252,Retraités de l'enseignement,73,,18.1,2,null,3.3,1617.90412698413,,,4,4
Champagne-Mouton,75,16,,,907,Vétérinaires,58,,39.4,15,null,2.2,1022.95227122381,,,5,3
Champmillon,75,16,,,520,Retraités de l'enseignement,74,,14.8,6,null,6.6,683.658846153846,,,4,3
Champniers,75,16,,,5462,Sans profession déclarée,74,,22.4,56,null,6.7,1036.27146832662,,,3,3
Chantillac,75,16,,,333,Agriculteurs propriétaires exploit.,54,,24.9,7,null,5.4,926.260720720721,,,5,3
La Chapelle,75,16,,,224,Employés (secteur privé),62,,24.3,1,null,2.5,602.068705357143,,,4,4
Boisné-La Tude,75,16,,,723,,,,20.9,9,null,4.9,590.799322268326,,,4,4
Charmé,75,16,,,359,Autres professions,48,,32.4,2,null,7.8,755.639972144847,,,6,4
Charras,75,16,,,343,Retraités de l'enseignement,76,,29.8,4,null,2.9,761.324548104956,,,4,4
Chasseneuil-sur-Bonnieure,75,16,,,3319,Retr.artis.commerc.chefs d'entrep.,72,,28.8,26,null,3.1,2003.38756553179,,,5,3
Chassenon,75,16,,,898,Sans profession déclarée,60,,29.1,7,null,1.6,832.100066815145,,,5,3
Chassiecq,75,16,,,146,Employés (autres entrep. publiques),64,,32.6,3,null,1.7,834.787739726027,,,6,4
Chassors,75,16,,,1146,Retraités salariés privés,70,,20.6,6,null,3.6,817.753141361257,,,4,3
Châteaubernard,75,16,,,3754,Retraités fonct.publique (sf enseig.),68,,28.9,29,null,4.4,1100.78838039425,,,2,2
Châteauneuf-sur-Charente,75,16,,,3639,Médecins,68,,26.9,27,null,3.4,1186.00021709261,,,5,3
Châtignac,75,16,,,183,Agriculteurs propriétaires exploit.,59,,34.7,1,null,7.2,540.410655737705,,,6,4
Chazelles,75,16,,,1576,Fonctionnaires de catégorie B,65,,20.8,6,null,3.8,932.605590101523,,,4,3
Chenon,75,16,,,141,Retraités fonct.publique (sf enseig.),63,,42.8,1,null,1.7,1079.62829787234,,,6,4
Cherves-Châtelars,75,16,,,414,Agriculteurs propriétaires exploit.,65,,29.1,5,null,5.1,1222.4097826087,,,6,4
Cherves-Richemont,75,16,,,2488,Retraités salariés privés,73,,28.8,13,null,4.4,1072.37680466238,65,2.6,3,3
La Chèvrerie,75,16,,,138,Employés (secteur privé),59,,24.3,3,null,2.7,536.386014492754,,,6,4
Chillac,75,16,,,215,Professeurs du secondaire et techn.,61,,33.2,0,null,5.3,1102.63948837209,,,5,3
Chirac,75,16,,,766,Retraités des entreprises publiques,74,,25.9,5,null,2.4,578.076501305483,,,5,3
Claix,75,16,,,1017,Industriels-Chefs entreprise,63,,12.9,7,null,3.2,1255.22251720747,,,4,3
Cognac,75,16,,,19395,Cadres supérieurs (secteur privé),64,,21.5,177,16089,8.6,1268.44173498324,92,0.5,2,2
Combiers,75,16,,,129,Autres professions,55,,33.9,0,null,5.7,902.745271317829,,,6,4
Condac,75,16,,,482,Agriculteurs propriétaires exploit.,50,,27.3,4,null,4.6,368.569045643154,,,5,3
Condéon,75,16,,,606,Agriculteurs propriétaires exploit.,53,,21.2,2,null,3.3,706.003547854786,,,5,3
Confolens,75,16,,,2871,Professeurs du secondaire et techn.,54,,36.1,17,null,4.8,1699.5451271334,29,1,5,3
Coulgens,75,16,,,551,Retraités fonct.publique (sf enseig.),69,,16.1,2,null,2.8,1135.00529945554,,,4,3
Coulonges,75,16,,,142,Agriculteurs propriétaires exploit.,61,,25.6,4,null,1,993.768732394366,,,4,4
Courbillac,75,16,,,739,Agriculteurs propriétaires exploit.,65,,15.1,3,null,3.3,540.2249797023,,,5,3
Courcôme,75,16,,,828,Notaires,47,,25.6,8,null,2.3,1019.51968599034,,,6,4
Courgeac,75,16,,,201,Retraités agricoles,81,,27.4,4,null,4.1,653.051940298508,,,6,4
Courlac,75,16,,,53,Retraités salariés privés,73,,43.9,0,null,11.1,869.158867924528,,,6,4
La Couronne,75,16,,,8230,Autres professions,62,,19,60,16015,4,1187.92467922236,1580,19.2,2,2
Couture,75,16,,,160,Retraités de l'enseignement,73,,35.8,0,null,7.6,1028.22625,,,6,4
Criteuil-la-Magdeleine,75,16,,,428,Salariés du secteur médical,78,,19.8,2,null,3.9,1034.44184579439,,,6,4
Curac,75,16,,,129,Retraités fonct.publique (sf enseig.),68,,28.3,0,null,6.9,442.313565891473,,,6,4
Deviat,75,16,,,146,Agriculteurs propriétaires exploit.,55,,33.6,2,null,1.7,596.017808219178,,,6,4
Dignac,75,16,,,1341,Retraités salariés privés,69,,25.6,9,null,4.1,1141.24399701715,,,3,3
Dirac,75,16,,,1553,Autres retraités,72,,26.7,16,null,8.5,655.027244043786,,,3,3
Douzat,75,16,,,489,Autres cadres (secteur privé),58,,21.8,5,null,4.1,487.701676891616,,,4,3
Ébréon,75,16,,,152,Fonctionnaires de catégorie B,66,,34.3,1,null,1.6,1512.63138157895,,,6,4
Échallat,75,16,,,503,Agriculteurs propriétaires exploit.,61,,19.1,4,null,5.5,571.764870775348,,,4,3
Écuras,75,16,,,592,Artisans,53,,36,7,null,5.3,1363.61984797297,,,6,4
Édon,75,16,,,264,Agriculteurs propriétaires exploit.,66,,29.7,2,null,4.3,1571.15981060606,,,6,4
Empuré,75,16,,,104,Retraités des entreprises publiques,76,,28.3,2,null,1.1,912.961346153846,,,6,4
Épenède,75,16,,,201,Retraités salariés privés,68,,33,1,null,0.6,1044.64243781095,,,6,4
Les Essards,75,16,,,200,Agriculteurs propriétaires exploit.,58,,32.8,0,null,3.9,654.00455,,,5,3
Esse,75,16,,,518,Fonctionnaires de catégorie C,63,,26.6,6,null,4.1,1173.89916988417,,,6,4
Étagnac,75,16,,,986,Avocats,74,Union pour un mouvement populaire,31.4,10,null,1.4,1164.45612576065,,,5,3
Étagnac,75,16,,,986,Avocats,74,Rassemblement pour la République,31.4,10,null,1.4,1164.45612576065,,,5,3
Étriac,75,16,,,209,Agriculteurs propriétaires exploit.,55,,19.2,0,null,4.7,329.075550239234,,,6,4
Exideuil-sur-Vienne,75,16,,,1052,Retraités salariés privés,67,,26.4,10,null,2.8,1301.40350760456,,,5,3
Eymouthiers,75,16,,,308,Retraités fonct.publique (sf enseig.),72,,22.9,1,null,3.8,844.224090909091,,,5,3
La Faye,75,16,,,627,Représentants de commerce,49,,25.9,3,null,3,607.003397129187,,,5,3
Feuillade,75,16,,,312,Agriculteurs propriétaires exploit.,56,,27.5,4,null,3.3,1288.40442307692,,,4,4
Fléac,75,16,,,3897,Professeurs du secondaire et techn.,73,,22.4,32,null,6.5,1021.77263022838,,,2,2
Fleurac,75,16,,,247,Enseignants 1er deg.-directeurs école,64,,19.1,2,null,12,530.361255060729,,,6,4
Fontclaireau,75,16,,,450,Employés (secteur privé),65,,19.4,3,null,4.2,518.276888888889,,,5,3
Fontenille,75,16,,,339,Agents technique et techniciens,69,,27.3,3,null,4.6,829.949262536873,,,6,4
La Forêt-de-Tessé,75,16,,,196,Sans profession déclarée,59,,34.5,3,null,6,830.425,,,5,3
Fouquebrune,75,16,,,684,Enseignants 1er deg.-directeurs école,65,,19.2,2,null,3.7,363.505511695906,,,3,4
Fouqueure,75,16,,,407,Employés (secteur privé),52,,27.8,4,null,4,1583.60402948403,,,5,3
Foussignac,75,16,,,648,Agriculteurs propriétaires exploit.,65,,21.9,2,null,4.2,882.445462962963,,,5,3
Garat,75,16,,,2061,Fonctionnaires de catégorie B,55,,20.5,18,null,7.7,909.504371664241,,,3,3
Gardes-le-Pontaroux,75,16,,,277,Retr.artis.commerc.chefs d'entrep.,70,,19,4,null,3.4,2073.50368231047,,,4,4
Genac-Bignac,75,16,,,1000,Retraités agricoles,77,,21.5,5,null,6,732.0858,,,4,4
Gensac-la-Pallue,75,16,,,1613,Administrateurs de sociétés,67,,26.5,14,null,4.2,1568.35500929944,,,4,3
Genté,75,16,,,920,Agriculteurs propriétaires exploit.,70,,22.9,5,null,4.5,1042.50011956522,,,4,3
Gimeux,75,16,,,732,Agriculteurs propriétaires exploit.,59,,24.5,4,null,3,770.937226775956,,,4,3
Mainxe-Gondeville,75,16,,,1203,Fonctionnaires de catégorie A,43,,19.2,15,null,4.2,610.548137988362,,,4,3
Gond-Pontouvre,75,16,,,6178,Retraités salariés privés,73,,24.7,57,16015,5.6,1253.45916154095,,,2,2
Les Gours,75,16,,,110,Agriculteurs propriétaires exploit.,62,,31.2,0,null,1.1,1278.08418181818,,,6,4
Le Grand-Madieu,75,16,,,176,Retraités fonct.publique (sf enseig.),69,,29.1,0,null,3.6,1119.18920454545,,,5,3
Grassac,75,16,,,340,Employés (secteur privé),54,,24,4,null,5.3,599.321588235294,,,4,4
Guimps,75,16,,,484,Retraités agricoles,72,,24.2,6,null,2.1,921.482066115703,,,5,3
Guizengeard,75,16,,,169,Retraités des entreprises publiques,70,,14.8,1,null,1.6,584.526153846154,,,6,4
Gurat,75,16,,,184,Retraités salariés privés,74,,32.4,4,null,3.4,645.984130434783,,,6,4
Hiersac,75,16,,,1084,Fonctionnaires de catégorie B,49,,25,8,null,5.6,732.606060885609,,,4,3
Hiesse,75,16,,,254,Agriculteurs propriétaires exploit.,63,,36.2,3,null,1.9,866.886377952756,,,6,4
Houlette,75,16,,,371,Retr.artis.commerc.chefs d'entrep.,73,,16.4,2,null,3.5,894.346657681941,,,4,4
L'Isle-d'Espagnac,75,16,,,5791,Salariés du secteur médical,59,,26.9,52,null,6,1413.63175617337,80,1.4,2,2
Jarnac,75,16,,,4638,Agriculteurs propriétaires exploit.,62,,29.5,25,null,4.1,1473.7832880552,,,4,3
Jauldes,75,16,,,798,Autres cadres (secteur privé),56,,17,9,null,4.8,709.960187969925,,,4,3
Javrezac,75,16,,,599,Employés (secteur privé),61,,26.6,2,null,10,1645.52829716194,,,3,3
Juignac,75,16,,,404,Agriculteurs propriétaires exploit.,60,,32.7,2,null,3.2,355.124034653465,,,6,4
Juillac-le-Coq,75,16,,,664,Artisans,67,,20,5,null,5,1245.00076807229,,,4,3
Juillé,75,16,,,192,Agriculteurs propriétaires exploit.,56,,21.2,1,null,2.1,1233.22645833333,,,6,4
Julienne,75,16,,,521,Artisans,61,,15.6,1,null,4.9,709.832015355086,,,3,3
Val des Vignes,75,16,,,1443,Retraités salariés privés,76,,26.4,20,null,2.9,656.130256410256,,,5,3
Lachaise,75,16,,,336,Agents technique et techniciens,50,,22.8,4,null,4.5,340.803452380952,,,5,3
Ladiville,75,16,,,118,Retraités agricoles,75,,21.7,1,null,2.2,1826.89966101695,,,5,3
Lagarde-sur-le-Né,75,16,,,185,Sans profession déclarée,67,,21.4,1,null,2.8,375.78145945946,,,5,3
Laprade,75,16,,,248,Artisans,63,,30,2,null,5.7,627.55560483871,,,5,3
Lessac,75,16,,,557,Employés (secteur privé),44,,24.6,7,null,2.3,949.910251346499,,,5,3
Lesterps,75,16,,,500,Retraités de l'enseignement,74,,26.5,6,null,3.4,1637.93622,,,6,4
Lésignac-Durand,75,16,,,186,Agriculteurs propriétaires exploit.,48,,29.3,5,null,5.2,1122.43193548387,,,6,4
Lichères,75,16,,,89,Retraités salariés privés,74,,37.9,0,null,4.2,1099.82808988764,,,6,4
Ligné,75,16,,,164,Retraités salariés privés,67,,30.6,0,null,2.3,1840.20475609756,,,6,4
Lignières-Sonneville,75,16,,,613,Agriculteurs propriétaires exploit.,66,,28.7,5,null,3.5,1974.42910277325,,,5,3
Linars,75,16,,,2162,Employés (secteur privé),57,,32,10,null,6.1,893.485434782609,,,2,2
Le Lindois,75,16,,,346,Agriculteurs propriétaires exploit.,62,La République en marche,27,3,null,3.5,655.279739884393,,,6,4
Londigny,75,16,,,256,Retraités fonct.publique (sf enseig.),74,,27,5,null,3.8,420.78296875,,,5,3
Longré,75,16,,,199,Retr.artis.commerc.chefs d'entrep.,72,,35.3,0,null,2.6,973.385879396985,,,6,4
Lonnes,75,16,,,176,Retraités agricoles,76,,29.8,4,null,2.2,769.677045454545,,,6,4
Terres-de-Haute-Charente,75,16,,,4102,Retraités salariés privés,69,,27.1,21,null,2.1,1322.36922720624,,,5,3
Louzac-Saint-André,75,16,,,1029,Sans profession déclarée,55,,18.9,4,null,3.4,449.958940719145,,,3,3
Lupsault,75,16,,,98,Agriculteurs propriétaires exploit.,64,,42.2,0,null,2.3,1323.15306122449,,,6,4
Lussac,75,16,,,298,Employés (autres entrep. publiques),52,,20,2,null,2.8,716.587986577181,,,6,4
Luxé,75,16,,,728,Salariés agricoles,51,,35.6,2,null,3.2,791.628708791209,,,5,3
La Magdeleine,75,16,,,128,Retraités salariés privés,75,,34.2,1,null,1.1,489.2409375,,,6,4
Magnac-Lavalette-Villars,75,16,,,446,Fonctionnaires de catégorie B,62,,18.8,1,null,2.7,749.006636771301,,,4,3
Magnac-sur-Touvre,75,16,,,3174,Retraités des entreprises publiques,70,,24.3,26,null,6.4,859.827703213611,,,2,2
Maine-de-Boixe,75,16,,,481,Retraités fonct.publique (sf enseig.),64,,17.6,3,null,1.9,679.456091476092,,,4,3
Mainzac,75,16,,,104,Professeurs du secondaire et techn.,50,,26.4,1,null,4.2,762.211057692308,,,6,4
Bellevigne,75,16,,,1364,Employés (secteur privé),67,,21.5,10,null,3,955.262038123167,,,5,3
Manot,75,16,,,569,Autres cadres (secteur privé),60,,26.7,1,null,4.3,919.331634446397,,,5,3
Mansle,75,16,,,1686,Autres retraités,70,,31.8,12,null,2.3,1265.90557532622,,,5,3
Marcillac-Lanville,75,16,,,556,,,,30.7,5,null,2.9,718.909244604317,,,5,3
Mareuil,75,16,,,410,Employés (secteur privé),67,,24.7,3,null,2.5,655.676585365854,,,5,3
Marillac-le-Franc,75,16,,,828,Retr.artis.commerc.chefs d'entrep.,68,,23.4,6,null,5.2,920.795893719807,,,4,3
Marsac,75,16,,,844,Agriculteurs propriétaires exploit.,73,,21.8,5,null,6,759.320888625592,,,3,3
Marthon,75,16,,,574,Retraités des entreprises publiques,68,,30.6,1,null,3.5,2008.75956445993,,,4,3
Massignac,75,16,,,397,Retraités agricoles,74,,33.8,4,null,4,1357.25188916877,,,6,4
Mazerolles,75,16,,,320,Autres professions libérales,63,,37.2,3,null,2.8,794.0374375,,,6,4
Médillac,75,16,,,163,Retraités fonct.publique (sf enseig.),70,,26.6,2,null,0.8,481.981779141104,,,6,4
Mérignac,75,16,,,775,Agriculteurs propriétaires exploit.,53,,31.5,9,null,3.8,2433.08842580645,,,5,3
Merpins,75,16,,,1155,Retraités salariés privés,72,,20.1,5,null,2.8,1002.39892640693,,,3,3
Mesnac,75,16,,,431,Autres cadres (secteur privé),62,,10.3,2,null,2.6,806.868213457077,,,4,3
Les Métairies,75,16,,,741,Artisans,65,,20.4,5,null,5.6,613.501120107962,,,4,3
Mons,75,16,,,254,Industriels-Chefs entreprise,55,,25.4,9,null,2.5,812.981220472441,,,6,4
Montboyer,75,16,,,376,Retraités salariés privés,69,,33.2,3,null,5.3,517.037340425532,,,6,4
Montbron,75,16,,,2067,Agriculteurs propriétaires exploit.,58,,35.7,11,null,3.6,1356.28965166909,,,5,3
Montmérac,75,16,,,745,Autres cadres (secteur privé),57,,23.6,3,null,2.3,319.077865771812,,,5,3
Montembœuf,75,16,,,679,Retraités salariés privés,69,,26.8,7,null,3.8,1015.32646539028,,,5,3
Montignac-Charente,75,16,,,747,Retraités salariés privés,69,,26.1,5,null,4.4,1775.0918875502,,,4,3
Montignac-le-Coq,75,16,,,139,Retr.artis.commerc.chefs d'entrep.,69,,31.6,3,null,4.4,1834.59582733813,,,6,4
Montjean,75,16,,,238,Retraités de l'enseignement,65,,30.6,2,null,2.1,1091.95705882353,,,5,3
Montmoreau,75,16,,,2700,Dentistes,74,,29.2,17,null,3.4,1035.76976666667,,,5,3
Montrollet,75,16,,,307,Professeurs du secondaire et techn.,46,,28.7,4,null,5.1,1898.94048859935,,,6,4
Mornac,75,16,,,2238,Retraités salariés privés,67,,21.2,12,null,4.8,1139.2953976765,,,3,3
Mosnac-Saint-Simeux,75,16,,,462,Retraités des entreprises publiques,78,,18.2,9,null,5.4,1092.5496969697,,,4,3
Mosnac-Saint-Simeux,75,16,,,621,Retraités des entreprises publiques,78,,18.2,9,null,5.4,569.045169082126,,,4,3
Moulidars,75,16,,,729,Salariés agricoles,64,,16.2,2,null,4.1,750.313621399177,,,4,3
Mouthiers-sur-Boëme,75,16,,,2505,Artisans,59,,21.7,15,null,8.4,1110.92631936128,,,4,3
Mouton,75,16,,,224,Autres professions,70,,23.1,0,null,4.4,1263.7234375,,,6,4
Moutonneau,75,16,,,111,Agriculteurs propriétaires exploit.,52,,33.9,2,null,8.6,811.215135135135,,,5,3
Mouzon,75,16,,,135,Agents technique et techniciens,63,,33.6,2,null,5.1,836.607555555556,,,6,4
Nabinaud,75,16,,,99,Employés (secteur privé),68,,27,0,null,10.5,466.086868686869,,,6,4
Nanclars,75,16,,,206,Sans profession déclarée,66,,22.5,3,null,5.3,590.088495145631,,,4,4
Nanteuil-en-Vallée,75,16,,,1374,Retraités des professions libérales,69,,28.5,29,null,3.6,683.209206695779,,,6,4
Nercillac,75,16,,,1117,Retraités salariés privés,71,,25.1,6,null,4.6,556.304189794091,,,4,3
Nersac,75,16,,,2473,Retraités des professions libérales,70,,20.3,21,null,4,1033.30387383744,,,2,2
Nieuil,75,16,,,954,Retr.artis.commerc.chefs d'entrep.,78,,23.3,10,null,1.3,574.478962264151,,,5,3
Nonac,75,16,,,299,Sans profession déclarée,65,,31,3,null,4,487.518461538462,,,6,4
Oradour,75,16,,,175,Retraités salariés privés,71,,46.5,0,null,1.4,1169.02462857143,,,6,4
Oradour-Fanais,75,16,,,403,Agriculteurs propriétaires exploit.,67,,29.6,12,null,3.7,883.602679900744,,,6,4
Orgedeuil,75,16,,,229,Retraités salariés privés,79,,35.2,1,null,5.3,738.481397379913,,,4,4
Oriolles,75,16,,,272,Retraités agricoles,73,,18.4,2,null,1,1292.82625,,,6,4
Orival,75,16,,,156,Salariés du secteur médical,56,,29.4,1,null,1.5,379.658653846154,,,5,3
Paizay-Naudouin-Embourie,75,16,,,388,Retraités des entreprises publiques,73,,32,0,null,2.7,995.216572164949,,,6,4
Palluaud,75,16,,,236,Retr.artis.commerc.chefs d'entrep.,74,,33.1,4,null,7.3,832.677288135593,,,6,4
Parzac,75,16,,,143,Retraités salariés privés,77,,41.5,2,null,3,808.292377622378,,,6,4
Passirac,75,16,,,250,Agriculteurs propriétaires exploit.,64,,23,3,null,8.1,536.47552,,,6,4
Pérignac,75,16,,,474,Agriculteurs propriétaires exploit.,55,,24.4,3,null,3,561.796329113924,,,4,4
Pillac,75,16,,,272,Ingénieurs conseils,61,,28.2,5,null,4.2,646.251176470588,,,6,4
Les Pins,75,16,,,477,Retraités fonct.publique (sf enseig.),66,,23.7,4,null,2.4,699.534570230608,,,5,3
Plassac-Rouffiac,75,16,,,409,Professeurs de faculté,66,,16.2,0,null,2.7,749.642787286064,,,4,4
Pleuville,75,16,,,361,Retraités agricoles,68,,41.8,2,null,0.7,1071.21049861496,,,6,4
Poullignac,75,16,,,87,Agriculteurs propriétaires exploit.,65,,27.9,4,null,6.8,1219.3108045977,,,6,4
Poursac,75,16,,,200,Agriculteurs propriétaires exploit.,70,,39.2,8,null,1.8,634.35625,,,6,4
Pranzac,75,16,,,920,Retr.artis.commerc.chefs d'entrep.,74,,22.3,7,null,3,962.286815217391,,,4,3
Pressignac,75,16,,,369,Retraités salariés privés,77,"Parti républicain, radical et radical-socialiste",43,2,null,3.3,818.772682926829,,,6,4
