"nom","nb_publi","ouvre_data","code_region","code_departement","nb_ptf","nb_datagouv","pop_insee","CSP_chef","age_chef","partis_po_chef","part_plus65","nb_crea_entps","flux_migration_res","part_diplomes","depenses_hab","nb_etudiants","part_etudiants","niveau_rural","densite","obligation_ouvrir"
"Crocq",0,0,75,23,0,0,403,"Retr.artis.commerc.chefs d'entrep.",80,NA,33.6,1,NA,4.2,1353.81243176179,NA,NA,5,3,0
"Crozant",0,0,75,23,0,0,467,"Agents technique et techniciens",55,NA,43.7,5,NA,2.9,1135.20434689508,NA,NA,6,4,0
"Croze",0,0,75,23,0,0,208,"Sans profession déclarée",58,NA,23.5,0,NA,2.4,1477.37528846154,NA,NA,6,4,0
"Domeyrot",0,0,75,23,0,0,223,"Retraités fonct.publique (sf enseig.)",64,NA,28.4,2,NA,8.9,1139.5533632287,NA,NA,6,4,0
"Dontreix",0,0,75,23,0,0,417,"Fonctionnaires de catégorie B",62,NA,28.5,3,NA,2.4,988.790695443645,NA,NA,6,4,0
"Le Donzeil",0,0,75,23,0,0,194,"Retraités agricoles",74,NA,27.5,0,NA,5.6,814.059793814433,NA,NA,6,4,0
"Dun-le-Palestel",0,0,75,23,0,0,1151,"Retraités fonct.publique (sf enseig.)",52,NA,39.5,0,NA,5,1589.87987836664,NA,NA,5,3,0
"Évaux-les-Bains",0,0,75,23,0,0,1433,"Autres cadres (secteur privé)",60,NA,33.3,13,NA,3.9,2466.10691556176,NA,NA,5,3,0
"Faux-la-Montagne",0,0,75,23,0,0,420,"Ouvriers (secteur privé)",58,NA,23,6,NA,12,2677.94871428571,NA,NA,6,4,0
"Faux-Mazuras",0,0,75,23,0,0,186,NA,NA,NA,21.6,0,NA,4.3,789.431666666667,NA,NA,6,4,0
"Felletin",0,0,75,23,0,0,1870,"Autres retraités",73,NA,31.6,5,NA,7.2,1159.83024064171,120,6.4,5,3,0
"Féniers",0,0,75,23,0,0,94,"Agriculteurs propriétaires exploit.",55,NA,39.4,0,NA,3.5,10705.1907446809,NA,NA,6,4,0
"Flayat",0,0,75,23,0,0,319,"Agents d'assurances",62,NA,38.4,1,NA,3.6,1222.00579937304,NA,NA,6,4,0
"Fleurat",0,0,75,23,0,0,313,"Retraités de l'enseignement",67,NA,18.2,1,NA,4.6,669.724440894569,NA,NA,6,4,0
"Fontanières",0,0,75,23,0,0,255,"Agriculteurs propriétaires exploit.",60,NA,26.9,1,NA,1.5,715.333294117647,NA,NA,6,4,0
"La Forêt-du-Temple",0,0,75,23,0,0,143,"Employés (secteur privé)",66,NA,32.6,0,NA,0.9,1200.4893006993,NA,NA,6,4,0
"Fransèches",0,0,75,23,0,0,245,"Retraités de l'enseignement",72,NA,36,3,NA,2.9,1016.09391836735,NA,NA,6,4,0
"Fresselines",0,0,75,23,0,0,523,"Fonctionnaires de catégorie A",47,NA,43,2,NA,3.2,1125.55684512428,NA,NA,6,4,0
"Gartempe",0,0,75,23,0,0,123,"Retraités salariés privés",75,NA,32.5,1,NA,1,2373.18487804878,NA,NA,6,4,0
"Genouillac",0,0,75,23,0,0,752,"Fonctionnaires de catégorie B",64,NA,27.3,5,NA,2.9,2159.06369680851,NA,NA,5,3,0
"Gentioux-Pigerolles",0,0,75,23,0,0,428,"Commercants",74,NA,18.4,6,NA,5.8,1878.97714953271,NA,NA,6,4,0
"Gioux",0,0,75,23,0,0,171,"Sans profession déclarée",55,NA,21.3,1,NA,3.1,6144.82637426901,NA,NA,6,4,0
"Glénic",0,0,75,23,0,0,673,"Retraités salariés privés",71,NA,21,2,NA,4.9,1246.39732540862,NA,NA,6,4,0
"Gouzon",0,0,75,23,0,0,1638,"Cadres (entreprises publiques)",51,NA,33.2,11,NA,3.9,1006.24688034188,NA,NA,5,3,0
"Le Grand-Bourg",0,0,75,23,0,0,1267,"Fonctionnaires de catégorie B",67,NA,25.5,7,NA,3.8,1127.39752959747,NA,NA,6,4,0
"Guéret",0,0,75,23,0,0,13975,"Retraités de l'enseignement",74,"Parti socialiste",23.5,92,NA,6.8,1881.30443005367,516,3.7,2,2,1
"Guéret",0,0,75,23,0,0,13975,"Retraités de l'enseignement",74,"Parti socialiste unifié",23.5,92,NA,6.8,1881.30443005367,516,3.7,2,2,1
"Issoudun-Létrieix",0,0,75,23,0,0,304,"Agriculteurs propriétaires exploit.",62,NA,25.4,1,NA,3.8,838.120460526316,NA,NA,6,4,0
"Jalesches",0,0,75,23,0,0,93,"Fonctionnaires de catégorie B",37,NA,35.6,0,NA,6.8,929.17064516129,NA,NA,6,4,0
"Janaillat",0,0,75,23,0,0,341,"Retraités fonct.publique (sf enseig.)",72,NA,32.4,0,NA,3.9,848.964750733138,NA,NA,6,4,0
"Jarnages",0,0,75,23,0,0,482,"Fonctionnaires de catégorie A",50,NA,26.5,1,NA,7.5,1958.45230290456,NA,NA,5,3,0
"Jouillat",0,0,75,23,0,0,425,"Fonctionnaires de catégorie C",68,NA,27.4,1,NA,3.7,965.019552941176,NA,NA,6,4,0
"Ladapeyre",0,0,75,23,0,0,353,"Professeurs du secondaire et techn.",48,NA,24,1,NA,3.3,1027.10107648725,NA,NA,6,4,0
"Lafat",0,0,75,23,0,0,370,"Artisans",63,NA,41.2,1,NA,1.4,1047.44151351351,NA,NA,6,4,0
"Lavaufranche",0,0,75,23,0,0,253,"Agents d'assurances",58,NA,31,2,NA,4,1030.16509881423,NA,NA,6,4,0
"Lavaveix-les-Mines",0,0,75,23,0,0,732,"Agriculteurs propriétaires exploit.",67,NA,36.9,3,NA,2.4,1679.56700819672,NA,NA,5,3,0
"Lépaud",0,0,75,23,0,0,376,"Fonctionnaires de catégorie C",63,NA,19.9,1,NA,4.3,639.030425531915,NA,NA,6,4,0
"Lépinas",0,0,75,23,0,0,149,"Fonctionnaires de catégorie A",67,NA,47.3,0,NA,10.3,1367.17275167785,NA,NA,6,4,0
"Leyrat",0,0,75,23,0,0,150,"Retraités agricoles",68,NA,26.6,1,NA,1.8,806.531333333333,NA,NA,6,4,0
"Linard-Malval",0,0,75,23,0,0,216,NA,NA,NA,38.4,1,NA,2.2,1236.25439814815,NA,NA,6,4,0
"Lioux-les-Monges",0,0,75,23,0,0,57,"Retr.artis.commerc.chefs d'entrep.",78,NA,28.1,0,NA,2.5,1301.33473684211,NA,NA,6,4,0
"Lizières",0,0,75,23,0,0,274,"Fonctionnaires de catégorie C",48,NA,29,3,NA,0,1414.78941605839,NA,NA,6,4,0
"Lourdoueix-Saint-Pierre",0,0,75,23,0,0,793,"Retr.artis.commerc.chefs d'entrep.",67,NA,34.8,7,NA,1.2,893.64262295082,NA,NA,6,4,0
"Lupersat",0,0,75,23,0,0,318,"Retraités salariés privés",71,NA,31.8,2,NA,5.4,1271.68830188679,NA,NA,6,4,0
"Lussat",0,0,75,23,0,0,443,"Retraités des professions libérales",73,NA,26.3,2,NA,2.6,784.85855530474,NA,NA,6,4,0
"Magnat-l'Étrange",0,0,75,23,0,0,237,"Agriculteurs propriétaires exploit.",42,NA,29.3,3,NA,11.5,1468.22780590717,NA,NA,6,4,0
"Mainsat",0,0,75,23,0,0,588,"Retraités salariés privés",69,NA,43.2,8,NA,3.2,1078.65353741497,NA,NA,5,3,0
"Maison-Feyne",0,0,75,23,0,0,309,"Industriels-Chefs entreprise",75,NA,24.6,6,NA,4.1,1194.08886731392,NA,NA,6,4,0
"Maisonnisses",0,0,75,23,0,0,204,"Fonctionnaires de catégorie A",69,NA,30.6,0,NA,4.6,1144.46078431373,NA,NA,6,4,0
"Malleret",0,0,75,23,0,0,44,"Agriculteurs propriétaires exploit.",64,NA,27.3,0,NA,2.6,1665.7475,NA,NA,6,4,0
"Malleret-Boussac",0,0,75,23,0,0,203,"Cadres (entreprises publiques)",52,NA,33,2,NA,3.7,524.044334975369,NA,NA,6,4,0
"Mansat-la-Courrière",0,0,75,23,0,0,96,"Retraités des entreprises publiques",66,NA,24.7,0,NA,0,1039.0775,NA,NA,6,4,0
"Les Mars",0,0,75,23,0,0,198,"Retraités agricoles",74,NA,38.1,0,NA,3.1,582.959494949495,NA,NA,6,4,0
"Marsac",0,0,75,23,0,0,683,"Retraités des professions libérales",72,NA,40.2,5,NA,2.5,1744.54376281113,NA,NA,5,3,0
"Le Mas-d'Artige",0,0,75,23,0,0,102,"Administrateurs de sociétés",69,NA,28.3,0,NA,2.7,1066.96215686275,NA,NA,6,4,0
"Mautes",0,0,75,23,0,0,221,"Fonctionnaires de catégorie C",73,NA,34.3,0,NA,5.7,857.848597285068,NA,NA,6,4,0
"Mazeirat",0,0,75,23,0,0,144,"Agriculteurs propriétaires exploit.",52,NA,30.2,0,NA,9,410.867569444444,NA,NA,6,4,0
"La Mazière-aux-Bons-Hommes",0,0,75,23,0,0,68,"Ingénieurs",53,NA,32.3,1,NA,5.8,3478.84617647059,NA,NA,6,4,0
"Méasnes",0,0,75,23,0,0,556,"Agriculteurs propriétaires exploit.",51,NA,33.8,0,NA,1.6,908.687913669065,NA,NA,6,4,0
"Mérinchal",0,0,75,23,0,0,750,"Retr.artis.commerc.chefs d'entrep.",69,NA,30.9,9,NA,4.1,1169.99034666667,NA,NA,6,4,0
"Montaigut-le-Blanc",0,0,75,23,0,0,414,"Retraités des professions libérales",72,NA,26.3,2,NA,2.1,792.859879227053,NA,NA,5,3,0
"Montboucher",0,0,75,23,0,0,362,"Fonctionnaires de catégorie A",66,NA,26.6,1,NA,5.5,1048.0003038674,NA,NA,6,4,0
"Le Monteil-au-Vicomte",0,0,75,23,0,0,248,"Ingénieurs",68,NA,38.6,0,NA,1.2,1168.01221774194,NA,NA,6,4,0
"Mortroux",0,0,75,23,0,0,297,"Retraités fonct.publique (sf enseig.)",71,NA,31.9,1,NA,1.3,2638.04562289562,NA,NA,6,4,0
"Mourioux-Vieilleville",0,0,75,23,0,0,521,"Retraités salariés privés",70,NA,33.1,1,NA,2.4,1274.976621881,NA,NA,5,3,0
"Moutier-d'Ahun",0,0,75,23,0,0,183,"Retraités de l'enseignement",71,NA,27.3,2,NA,7.7,1489.70573770492,NA,NA,6,4,0
"Moutier-Malcard",0,0,75,23,0,0,532,"Employés (secteur privé)",61,NA,33.8,4,NA,1.3,986.664830827068,NA,NA,6,4,0
"Moutier-Rozeille",0,0,75,23,0,0,440,"Autres retraités",65,NA,25.2,3,NA,4.5,1482.69656818182,NA,NA,6,4,0
"Naillat",0,0,75,23,0,0,668,"Artisans",37,NA,31.1,1,NA,3.3,1609.01064371258,NA,NA,6,4,0
"Néoux",0,0,75,23,0,0,289,"Retraités de l'enseignement",74,NA,26.4,4,NA,4.8,740.488823529412,NA,NA,6,4,0
"Noth",0,0,75,23,0,0,519,"Fonctionnaires de catégorie C",53,NA,22.8,2,NA,2.7,1562.23749518304,NA,NA,6,4,0
"La Nouaille",0,0,75,23,0,0,250,"Industriels-Chefs entreprise",67,NA,35.6,3,NA,2.9,1399.56024,NA,NA,6,4,0
"Nouhant",0,0,75,23,0,0,302,"Commercants",43,NA,28.3,0,NA,2.6,790.300496688742,NA,NA,4,4,0
"Nouzerines",0,0,75,23,0,0,254,"Agriculteurs propriétaires exploit.",62,NA,33.6,3,NA,4.7,1222.3507480315,NA,NA,6,4,0
"Nouzerolles",0,0,75,23,0,0,103,"Retraités fonct.publique (sf enseig.)",84,NA,38.1,1,NA,2.5,1431.47009708738,NA,NA,6,4,0
"Nouziers",0,0,75,23,0,0,241,"Médecins",66,NA,36.6,1,NA,2.9,910.837676348548,NA,NA,6,4,0
"Parsac-Rimondeix",0,0,75,23,0,0,709,"Retraités de l'enseignement",76,NA,26.2,1,NA,4.7,1514.24794076164,NA,NA,6,4,0
"Peyrabout",0,0,75,23,0,0,154,"Employés (secteur privé)",67,NA,24.3,1,NA,0.8,621.525974025974,NA,NA,6,4,0
"Peyrat-la-Nonière",0,0,75,23,0,0,428,"Retraités salariés privés",71,NA,34.6,4,NA,2.6,926.609018691589,NA,NA,6,4,0
"Pierrefitte",0,0,75,23,0,0,70,"Retraités salariés privés",73,NA,25.4,1,NA,0,874.282285714286,NA,NA,6,4,0
"Pionnat",0,0,75,23,0,0,783,"Retraités des entreprises publiques",74,NA,24.2,5,NA,3.4,882.257164750958,NA,NA,6,4,0
"Pontarion",0,0,75,23,0,0,374,"Sans profession déclarée",60,NA,28.2,4,NA,3.3,1090.33532085562,NA,NA,5,3,0
"Pontcharraud",0,0,75,23,0,0,79,"Représentants de commerce",59,NA,43.6,0,NA,1.5,1292.32329113924,NA,NA,6,4,0
"La Pouge",0,0,75,23,0,0,88,"Retraités fonct.publique (sf enseig.)",74,NA,29.2,0,NA,5.5,910.319886363636,NA,NA,6,4,0
"Poussanges",0,0,75,23,0,0,152,"Agriculteurs propriétaires exploit.",63,NA,34.9,0,NA,3.8,1213.41125,NA,NA,6,4,0
"Puy-Malsignat",0,0,75,23,0,0,170,"Retraités salariés privés",75,NA,28.3,0,NA,3.8,802.261176470588,NA,NA,6,4,0
"Reterre",0,0,75,23,0,0,294,"Retraités de l'enseignement",71,NA,27.3,0,NA,2.1,1223.75210884354,NA,NA,6,4,0
"Roches",0,0,75,23,0,0,370,"Agriculteurs propriétaires exploit.",66,NA,31.7,2,NA,2.1,1154.11537837838,NA,NA,6,4,0
"Rougnat",0,0,75,23,0,0,513,"Agriculteurs propriétaires exploit.",64,NA,33.7,4,NA,1,954.663079922027,NA,NA,6,4,0
"Royère-de-Vassivière",0,0,75,23,0,0,575,"Retraités fonct.publique (sf enseig.)",77,NA,38.3,7,NA,5,2383.94657391304,NA,NA,6,4,0
"Sagnat",0,0,75,23,0,0,202,"Agriculteurs propriétaires exploit.",62,NA,32.7,3,NA,4.3,1147.72440594059,NA,NA,6,4,0
"Sannat",0,0,75,23,0,0,358,"Autres retraités",69,NA,33.1,3,NA,1.4,1091.74589385475,NA,NA,6,4,0
"Sardent",0,0,75,23,0,0,801,"Autres professions",59,NA,28.1,11,NA,3.6,1177.51163545568,NA,NA,6,4,0
"La Saunière",0,0,75,23,0,0,620,"Fonctionnaires de catégorie C",40,NA,17.1,5,NA,4.2,554.980419354839,NA,NA,5,3,0
"Savennes",0,0,75,23,0,0,228,"Autres cadres (secteur privé)",67,NA,25.4,1,NA,7.3,754.25600877193,NA,NA,6,4,0
"Sermur",0,0,75,23,0,0,136,"Employés (secteur privé)",62,NA,29.8,0,NA,2.7,1820.19382352941,NA,NA,6,4,0
"La Serre-Bussière-Vieille",0,0,75,23,0,0,124,"Retraités fonct.publique (sf enseig.)",75,NA,28.7,1,NA,8.8,996.34685483871,NA,NA,6,4,0
"Soubrebost",0,0,75,23,0,0,140,"Retraités fonct.publique (sf enseig.)",75,NA,33.1,1,NA,2.6,1161.61978571429,NA,NA,6,4,0
"Soumans",0,0,75,23,0,0,620,"Autres cadres (secteur privé)",47,NA,27.3,7,NA,2.9,998.996193548387,NA,NA,6,4,0
"Sous-Parsat",0,0,75,23,0,0,115,"Retraités salariés privés",69,NA,31.6,0,NA,5.4,1001.4472173913,NA,NA,6,4,0
"La Souterraine",0,0,75,23,0,0,5553,"Retraités fonct.publique (sf enseig.)",76,NA,30.3,42,NA,5.1,1616.04432378894,179,3.2,5,3,1
"Saint-Agnant-de-Versillat",0,0,75,23,0,0,1133,"Cadres supérieurs (secteur privé)",61,NA,25.2,3,NA,4.2,1082.46783759929,NA,NA,6,4,0
"Saint-Agnant-près-Crocq",0,0,75,23,0,0,191,"Retraités fonct.publique (sf enseig.)",73,NA,33.2,1,NA,1.3,924.580942408377,NA,NA,6,4,0
"Saint-Alpinien",0,0,75,23,0,0,277,"Fonctionnaires de catégorie B",61,NA,25.4,4,NA,3.6,857.278411552347,NA,NA,6,4,0
"Saint-Amand",0,0,75,23,0,0,501,"Professeurs du secondaire et techn.",65,NA,19.4,2,NA,2.5,582.308642714571,NA,NA,5,3,0
"Saint-Amand-Jartoudeix",0,0,75,23,0,0,175,"Retraités agricoles",74,NA,37.4,2,NA,5.6,795.355657142857,NA,NA,6,4,0
"Saint-Avit-de-Tardes",0,0,75,23,0,0,176,"Retraités fonct.publique (sf enseig.)",73,NA,20.7,0,NA,6.4,1789.02051136364,NA,NA,6,4,0
"Saint-Avit-le-Pauvre",0,0,75,23,0,0,80,"Agriculteurs propriétaires exploit.",57,NA,28.2,0,NA,1.6,1205.856125,NA,NA,6,4,0
"Saint-Bard",0,0,75,23,0,0,109,"Agriculteurs propriétaires exploit.",48,NA,23,0,NA,5.3,1016.70009174312,NA,NA,6,4,0
"Saint-Chabrais",0,0,75,23,0,0,321,"Fonctionnaires de catégorie C",59,NA,31.1,1,NA,5.2,1344.34034267913,NA,NA,6,4,0
"Saint-Christophe",0,0,75,23,0,0,155,"Retraités fonct.publique (sf enseig.)",69,NA,17.4,1,NA,7.1,952.583290322581,NA,NA,6,4,0
"Saint-Dizier-la-Tour",0,0,75,23,0,0,218,"Autres retraités",71,NA,31.8,1,NA,3.9,829.642706422018,NA,NA,6,4,0
"Saint-Dizier-les-Domaines",0,0,75,23,0,0,195,"Retraités agricoles",71,NA,30.8,0,NA,4.3,1717.46107692308,NA,NA,6,4,0
"Saint-Dizier-Masbaraud",0,0,75,23,0,0,1159,NA,NA,NA,30.9,8,NA,3,2045.74557377049,NA,NA,5,3,0
"Saint-Domet",0,0,75,23,0,0,181,"Autres cadres (secteur privé)",56,NA,30.7,2,NA,3.4,660.395414364641,NA,NA,6,4,0
"Saint-Éloi",0,0,75,23,0,0,226,NA,NA,NA,21.4,1,NA,4.1,890.955796460177,NA,NA,6,4,0
"Fursac",0,0,75,23,0,0,1551,"Agents technique et techniciens",58,NA,34.6,7,NA,2.8,1216.61558994197,NA,NA,6,4,0
"Sainte-Feyre",0,0,75,23,0,0,2554,"Autres retraités",65,NA,25.1,12,NA,3.9,1559.97865309319,NA,NA,5,3,0
"Sainte-Feyre-la-Montagne",0,0,75,23,0,0,138,"Agents technique et techniciens",61,NA,25.2,0,NA,3.9,1115.87949275362,NA,NA,6,4,0
"Saint-Fiel",0,0,75,23,0,0,1064,"Retraités salariés privés",71,NA,14.3,9,NA,4.7,1066.57443609023,NA,NA,5,3,0
"Saint-Frion",0,0,75,23,0,0,261,"Fonctionnaires de catégorie B",66,NA,21.7,0,NA,10.6,931.068045977011,NA,NA,6,4,0
"Saint-Georges-la-Pouge",0,0,75,23,0,0,374,"Retraités salariés privés",71,NA,27.9,3,NA,7,1094.56804812834,NA,NA,6,4,0
"Saint-Georges-Nigremont",0,0,75,23,0,0,123,"Retraités de l'enseignement",73,NA,42.6,1,NA,6.2,1642.2856097561,NA,NA,6,4,0
"Saint-Germain-Beaupré",0,0,75,23,0,0,450,"Autres retraités",79,NA,26.1,1,NA,0.6,1923.02391111111,NA,NA,6,4,0
"Saint-Goussaud",0,0,75,23,0,0,165,"Autres retraités",74,NA,36.8,1,NA,5.9,1199.82436363636,NA,NA,4,4,0
"Saint-Hilaire-la-Plaine",0,0,75,23,0,0,215,"Retraités de l'enseignement",71,NA,19.8,0,NA,4.7,631.055581395349,NA,NA,6,4,0
"Saint-Hilaire-le-Château",0,0,75,23,0,0,241,"Fonctionnaires de catégorie B",57,NA,24.9,1,NA,5.7,979.029834024896,NA,NA,6,4,0
"Saint-Julien-la-Genête",0,0,75,23,0,0,234,"Retraités agricoles",70,NA,25.2,1,NA,4.5,727.068504273504,NA,NA,5,3,0
"Saint-Julien-le-Châtel",0,0,75,23,0,0,148,"Fonctionnaires de catégorie B",69,NA,32.6,0,NA,4.2,1016.02155405405,NA,NA,6,4,0
"Saint-Junien-la-Bregère",0,0,75,23,0,0,139,"Retraités fonct.publique (sf enseig.)",68,NA,37,0,NA,2.7,2440.6981294964,NA,NA,6,4,0
"Saint-Laurent",0,0,75,23,0,0,702,"Enseignants 1er deg.-directeurs école",64,NA,19.7,1,NA,3.6,908.381396011396,NA,NA,5,3,0
"Saint-Léger-Bridereix",0,0,75,23,0,0,202,"Retraités de l'enseignement",73,NA,24,1,NA,1.3,874.119306930693,NA,NA,6,4,0
"Saint-Léger-le-Guérétois",0,0,75,23,0,0,444,"Employés (secteur privé)",63,NA,27.5,4,NA,1.8,1675.44988738739,NA,NA,5,3,0
"Saint-Loup",0,0,75,23,0,0,183,"Professeurs du secondaire et techn.",53,NA,36.1,0,NA,1.9,589.037103825137,NA,NA,6,4,0
"Saint-Maixant",0,0,75,23,0,0,241,"Retraités des professions libérales",75,NA,25.9,2,NA,7.1,920.140414937759,NA,NA,5,3,0
"Saint-Marc-à-Frongier",0,0,75,23,0,0,430,"Retraités salariés privés",70,NA,24.6,2,NA,2.8,1003.70576744186,NA,NA,6,4,0
"Saint-Marc-à-Loubaud",0,0,75,23,0,0,140,"Professeurs du secondaire et techn.",51,NA,27.1,0,NA,8.6,1099.42778571429,NA,NA,6,4,0
"Saint-Marien",0,0,75,23,0,0,189,"Agriculteurs propriétaires exploit.",63,NA,22.3,6,NA,1.9,1424.58523809524,NA,NA,6,4,0
"Saint-Martial-le-Mont",0,0,75,23,0,0,261,"Cadres sup. (entreprises publiques)",67,NA,28.9,0,NA,3.9,846.391877394636,NA,NA,6,4,0
"Saint-Martial-le-Vieux",0,0,75,23,0,0,138,"Retraités fonct.publique (sf enseig.)",70,NA,15.7,0,NA,2.8,1297.38847826087,NA,NA,6,4,0
"Saint-Martin-Château",0,0,75,23,0,0,151,"Sans profession déclarée",49,NA,33.3,2,NA,10,2383.23582781457,NA,NA,6,4,0
"Saint-Martin-Sainte-Catherine",0,0,75,23,0,0,346,"Fonctionnaires de catégorie C",58,NA,34.9,2,NA,4.5,1259.71826589595,NA,NA,4,4,0
"Saint-Maurice-près-Crocq",0,0,75,23,0,0,101,"Sans profession déclarée",61,NA,32,1,NA,1.2,894.153267326733,NA,NA,6,4,0
"Saint-Maurice-la-Souterraine",0,0,75,23,0,0,1259,"Agents technique et techniciens",66,NA,21.9,3,NA,2.9,814.494432088959,NA,NA,6,4,0
"Saint-Médard-la-Rochette",0,0,75,23,0,0,603,"Médecins",71,NA,31.6,7,NA,8.1,693.362205638474,NA,NA,6,4,0
"Saint-Merd-la-Breuille",0,0,75,23,0,0,197,"Agriculteurs propriétaires exploit.",68,NA,32.6,0,NA,3,1554.29736040609,NA,NA,6,4,0
"Saint-Michel-de-Veisse",0,0,75,23,0,0,167,"Employés (secteur privé)",59,NA,20.2,0,NA,5.3,973.431616766467,NA,NA,6,4,0
"Saint-Moreil",0,0,75,23,0,0,225,"Agriculteurs propriétaires exploit.",69,NA,33,6,NA,11.4,1064.28213333333,NA,NA,6,4,0
"Saint-Oradoux-de-Chirouze",0,0,75,23,0,0,67,"Cadres supérieurs (secteur privé)",65,NA,38.9,1,NA,3.2,2030.79895522388,NA,NA,6,4,0
"Saint-Oradoux-près-Crocq",0,0,75,23,0,0,103,"Sans profession déclarée",72,NA,35,0,NA,4.6,782.772815533981,NA,NA,6,4,0
"Saint-Pardoux-d'Arnet",0,0,75,23,0,0,176,"Agriculteurs propriétaires exploit.",68,NA,30.1,4,NA,3.8,846.916534090909,NA,NA,6,4,0
"Saint-Pardoux-Morterolles",0,0,75,23,0,0,209,NA,NA,NA,31.9,2,NA,3.4,2129.64196172249,NA,NA,6,4,0
"Saint-Pardoux-le-Neuf",0,0,75,23,0,0,193,"Agriculteurs propriétaires exploit.",70,NA,23.5,3,NA,3.3,384.370880829016,NA,NA,6,4,0
"Saint-Pardoux-les-Cards",0,0,75,23,0,0,296,"Agriculteurs propriétaires exploit.",63,NA,32.2,4,NA,1.6,1671.92074324324,NA,NA,6,4,0
"Saint-Pierre-Chérignat",0,0,75,23,0,0,174,"Agriculteurs propriétaires exploit.",34,NA,25.4,2,NA,8.3,1291.43959770115,NA,NA,6,4,0
"Saint-Pierre-Bellevue",0,0,75,23,0,0,214,"Retraités salariés privés",63,NA,34.8,0,NA,2.9,1672.92822429907,NA,NA,6,4,0
"Saint-Pierre-le-Bost",0,0,75,23,0,0,138,"Agriculteurs propriétaires exploit.",64,NA,38.9,0,NA,2.6,725.226594202899,NA,NA,6,4,0
"Saint-Priest",0,0,75,23,0,0,163,"Retraités agricoles",70,NA,32.5,1,NA,0.7,621.188588957055,NA,NA,6,4,0
"Saint-Priest-la-Feuille",0,0,75,23,0,0,782,"Professeurs du secondaire et techn.",61,NA,21.9,4,NA,4.2,1138.36650895141,NA,NA,6,4,0
"Saint-Priest-la-Plaine",0,0,75,23,0,0,266,"Autres cadres (secteur privé)",58,NA,29.4,1,NA,1.4,1256.26921052632,NA,NA,6,4,0
"Saint-Priest-Palus",0,0,75,23,0,0,57,"Retraités agricoles",74,NA,45.5,0,NA,0,753.782280701754,NA,NA,6,4,0
"Saint-Quentin-la-Chabanne",0,0,75,23,0,0,413,"Cadres (entreprises publiques)",68,NA,24.8,1,NA,3.1,1169.38150121065,NA,NA,6,4,0
"Saint-Sébastien",0,0,75,23,0,0,677,"Retraités des entreprises publiques",80,NA,37.5,2,NA,4.3,1065.93227474151,NA,NA,5,3,0
"Saint-Silvain-Bas-le-Roc",0,0,75,23,0,0,425,"Retraités salariés privés",72,NA,32.3,2,NA,2,896.826988235294,NA,NA,6,4,0
"Saint-Silvain-Bellegarde",0,0,75,23,0,0,210,"Retraités des entreprises publiques",68,NA,26.1,0,NA,4.2,1198.37976190476,NA,NA,6,4,0
"Saint-Silvain-Montaigut",0,0,75,23,0,0,210,"Retraités fonct.publique (sf enseig.)",72,NA,22.7,1,NA,1.9,1493.89871428571,NA,NA,5,3,0
"Saint-Silvain-sous-Toulx",0,0,75,23,0,0,164,"Retraités agricoles",72,"Parti socialiste",35,2,NA,3.8,1218.21268292683,NA,NA,6,4,0
"Saint-Sulpice-le-Dunois",0,0,75,23,0,0,622,"Retraités de l'enseignement",79,NA,29.2,3,NA,3.9,1649.05922829582,NA,NA,6,4,0
"Saint-Sulpice-le-Guérétois",0,0,75,23,0,0,2024,"Retraités de l'enseignement",65,NA,22.4,11,NA,3.5,1619.43005928854,NA,NA,5,3,0
"Saint-Sulpice-les-Champs",0,0,75,23,0,0,368,"Fonctionnaires de catégorie A",68,NA,29.4,4,NA,5.2,1168.88961956522,NA,NA,6,4,0
"Saint-Vaury",0,0,75,23,0,0,1882,"Professions rattachées à enseignt.",57,NA,26.2,8,NA,3.4,1287.85401168969,NA,NA,5,3,0
"Saint-Victor-en-Marche",0,0,75,23,0,0,399,"Retraités fonct.publique (sf enseig.)",67,NA,19.5,2,NA,4.3,956.301478696742,NA,NA,6,4,0
"Saint-Yrieix-la-Montagne",0,0,75,23,0,0,233,"Retr.artis.commerc.chefs d'entrep.",80,NA,33.3,1,NA,4.4,981.919270386266,NA,NA,6,4,0
"Saint-Yrieix-les-Bois",0,0,75,23,0,0,293,"Représentants de commerce",44,NA,20.1,1,NA,2.2,700.898327645051,NA,NA,6,4,0
"Tardes",0,0,75,23,0,0,139,"Agriculteurs propriétaires exploit.",48,NA,28.3,1,NA,0.9,1414.82395683453,NA,NA,6,4,0
"Tercillat",0,0,75,23,0,0,162,"Retraités salariés privés",84,NA,50,2,NA,1.4,1186.63697530864,NA,NA,6,4,0
"Thauron",0,0,75,23,0,0,183,"Retraités salariés privés",74,NA,25.3,0,NA,4.6,1359.3506010929,NA,NA,6,4,0
"Toulx-Sainte-Croix",0,0,75,23,0,0,268,"Agriculteurs propriétaires exploit.",69,NA,35.8,0,NA,5.4,569.755111940298,NA,NA,6,4,0
"Trois-Fonds",0,0,75,23,0,0,121,"Retraités fonct.publique (sf enseig.)",68,NA,23.3,0,NA,1.1,846.023140495868,NA,NA,6,4,0
"Vallière",0,0,75,23,0,0,749,"Salariés du secteur médical",55,NA,31.9,4,NA,2.7,1608.1553271028,NA,NA,6,4,0
"Vareilles",0,0,75,23,0,0,321,"Autres retraités",76,NA,25.4,3,NA,5.9,1059.34031152648,NA,NA,6,4,0
